,YYYYMM,Description,Quantity,Demand Pattern
394,2011-04,12 PINK HEN+CHICKS IN BASKET,6,Erratic
395,2011-06,12 PINK HEN+CHICKS IN BASKET,1,Erratic
396,2011-10,12 PINK HEN+CHICKS IN BASKET,1,Erratic
397,2011-11,12 PINK HEN+CHICKS IN BASKET,6,Erratic
398,2011-12,12 PINK HEN+CHICKS IN BASKET,1,Erratic
399,2010-05,12 PINK ROSE PEG PLACE SETTINGS,4,Erratic
400,2010-06,12 PINK ROSE PEG PLACE SETTINGS,12,Erratic
401,2011-01,12 PINK ROSE PEG PLACE SETTINGS,53,Erratic
402,2011-02,12 PINK ROSE PEG PLACE SETTINGS,20,Erratic
403,2011-03,12 PINK ROSE PEG PLACE SETTINGS,115,Erratic
404,2011-04,12 PINK ROSE PEG PLACE SETTINGS,1,Erratic
405,2011-05,12 PINK ROSE PEG PLACE SETTINGS,5,Erratic
406,2011-06,12 PINK ROSE PEG PLACE SETTINGS,-3,Erratic
407,2011-07,12 PINK ROSE PEG PLACE SETTINGS,3,Erratic
408,2010-03,12 RED ROSE PEG PLACE SETTINGS,2,Lumpy
409,2010-05,12 RED ROSE PEG PLACE SETTINGS,4,Lumpy
410,2010-08,12 RED ROSE PEG PLACE SETTINGS,1,Lumpy
411,2010-09,12 RED ROSE PEG PLACE SETTINGS,1,Lumpy
412,2010-12,12 RED ROSE PEG PLACE SETTINGS,9,Lumpy
413,2011-01,12 RED ROSE PEG PLACE SETTINGS,27,Lumpy
414,2011-02,12 RED ROSE PEG PLACE SETTINGS,25,Lumpy
415,2011-03,12 RED ROSE PEG PLACE SETTINGS,6,Lumpy
416,2011-04,12 RED ROSE PEG PLACE SETTINGS,41,Lumpy
417,2011-05,12 RED ROSE PEG PLACE SETTINGS,26,Lumpy
418,2011-06,12 RED ROSE PEG PLACE SETTINGS,28,Lumpy
419,2011-07,12 RED ROSE PEG PLACE SETTINGS,50,Lumpy
420,2011-08,12 RED ROSE PEG PLACE SETTINGS,56,Lumpy
421,2011-09,12 RED ROSE PEG PLACE SETTINGS,77,Lumpy
422,2011-10,12 RED ROSE PEG PLACE SETTINGS,26,Lumpy
423,2011-11,12 RED ROSE PEG PLACE SETTINGS,59,Lumpy
424,2011-12,12 RED ROSE PEG PLACE SETTINGS,19,Lumpy
425,2011-01,15 PINK FLUFFY CHICKS IN BOX,3,Intermittent
426,2011-03,15 PINK FLUFFY CHICKS IN BOX,1,Intermittent
427,2011-04,15 PINK FLUFFY CHICKS IN BOX,1,Intermittent
428,2011-06,15 PINK FLUFFY CHICKS IN BOX,1,Intermittent
429,2011-09,15 PINK FLUFFY CHICKS IN BOX,2,Intermittent
430,2011-10,15 PINK FLUFFY CHICKS IN BOX,2,Intermittent
431,2010-01,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,Lumpy
432,2010-02,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,Lumpy
433,2010-05,15CM CHRISTMAS GLASS BALL 20 LIGHTS,10,Lumpy
434,2010-06,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,Lumpy
435,2010-07,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,Lumpy
436,2010-08,15CM CHRISTMAS GLASS BALL 20 LIGHTS,18,Lumpy
437,2010-09,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,Lumpy
438,2010-10,15CM CHRISTMAS GLASS BALL 20 LIGHTS,19,Lumpy
439,2010-12,15CM CHRISTMAS GLASS BALL 20 LIGHTS,14,Lumpy
440,2011-01,15CM CHRISTMAS GLASS BALL 20 LIGHTS,33,Lumpy
441,2011-02,15CM CHRISTMAS GLASS BALL 20 LIGHTS,68,Lumpy
442,2011-03,15CM CHRISTMAS GLASS BALL 20 LIGHTS,30,Lumpy
443,2011-04,15CM CHRISTMAS GLASS BALL 20 LIGHTS,28,Lumpy
444,2011-05,15CM CHRISTMAS GLASS BALL 20 LIGHTS,34,Lumpy
445,2011-06,15CM CHRISTMAS GLASS BALL 20 LIGHTS,74,Lumpy
446,2011-07,15CM CHRISTMAS GLASS BALL 20 LIGHTS,63,Lumpy
447,2011-08,15CM CHRISTMAS GLASS BALL 20 LIGHTS,37,Lumpy
448,2011-09,15CM CHRISTMAS GLASS BALL 20 LIGHTS,260,Lumpy
449,2011-10,15CM CHRISTMAS GLASS BALL 20 LIGHTS,142,Lumpy
450,2011-11,15CM CHRISTMAS GLASS BALL 20 LIGHTS,448,Lumpy
451,2011-12,15CM CHRISTMAS GLASS BALL 20 LIGHTS,9,Lumpy
452,2011-05,16 PC CUTLERY SET PANTRY DESIGN,4,
453,2011-01,16 PIECE CUTLERY SET PANTRY DESIGN,1,Lumpy
454,2011-02,16 PIECE CUTLERY SET PANTRY DESIGN,3,Lumpy
455,2011-03,16 PIECE CUTLERY SET PANTRY DESIGN,2,Lumpy
456,2011-04,16 PIECE CUTLERY SET PANTRY DESIGN,11,Lumpy
457,2011-05,16 PIECE CUTLERY SET PANTRY DESIGN,36,Lumpy
458,2011-06,16 PIECE CUTLERY SET PANTRY DESIGN,13,Lumpy
459,2011-07,16 PIECE CUTLERY SET PANTRY DESIGN,33,Lumpy
460,2011-08,16 PIECE CUTLERY SET PANTRY DESIGN,14,Lumpy
461,2011-09,16 PIECE CUTLERY SET PANTRY DESIGN,42,Lumpy
462,2011-10,16 PIECE CUTLERY SET PANTRY DESIGN,45,Lumpy
463,2011-11,16 PIECE CUTLERY SET PANTRY DESIGN,16,Lumpy
464,2011-12,16 PIECE CUTLERY SET PANTRY DESIGN,36,Lumpy
465,2011-01,18PC WOODEN CUTLERY SET DISPOSABLE,17,Lumpy
466,2011-03,18PC WOODEN CUTLERY SET DISPOSABLE,8,Lumpy
467,2011-04,18PC WOODEN CUTLERY SET DISPOSABLE,33,Lumpy
468,2011-05,18PC WOODEN CUTLERY SET DISPOSABLE,2,Lumpy
469,2011-06,18PC WOODEN CUTLERY SET DISPOSABLE,128,Lumpy
470,2011-07,18PC WOODEN CUTLERY SET DISPOSABLE,286,Lumpy
471,2011-08,18PC WOODEN CUTLERY SET DISPOSABLE,52,Lumpy
472,2011-09,18PC WOODEN CUTLERY SET DISPOSABLE,32,Lumpy
473,2011-10,18PC WOODEN CUTLERY SET DISPOSABLE,2,Lumpy
474,2011-11,18PC WOODEN CUTLERY SET DISPOSABLE,1,Lumpy
475,2011-12,18PC WOODEN CUTLERY SET DISPOSABLE,6,Lumpy
476,2010-07,2 DAISIES HAIR COMB,1,Erratic
477,2011-03,2 DAISIES HAIR COMB,1,Erratic
478,2011-04,2 DAISIES HAIR COMB,1,Erratic
479,2011-05,2 DAISIES HAIR COMB,1,Erratic
480,2011-07,2 DAISIES HAIR COMB,2,Erratic
481,2011-08,2 DAISIES HAIR COMB,1,Erratic
482,2011-09,2 DAISIES HAIR COMB,7,Erratic
483,2011-11,2 DAISIES HAIR COMB,3,Erratic
484,2011-12,2 DAISIES HAIR COMB,-5,Erratic
485,2011-01,2 PICTURE BOOK EGGS EASTER BUNNY,37,Lumpy
486,2011-02,2 PICTURE BOOK EGGS EASTER BUNNY,17,Lumpy
487,2011-03,2 PICTURE BOOK EGGS EASTER BUNNY,27,Lumpy
488,2011-04,2 PICTURE BOOK EGGS EASTER BUNNY,18,Lumpy
489,2011-07,2 PICTURE BOOK EGGS EASTER BUNNY,15,Lumpy
490,2011-08,2 PICTURE BOOK EGGS EASTER BUNNY,1,Lumpy
491,2011-09,2 PICTURE BOOK EGGS EASTER BUNNY,16,Lumpy
492,2011-10,2 PICTURE BOOK EGGS EASTER BUNNY,15,Lumpy
493,2011-11,2 PICTURE BOOK EGGS EASTER BUNNY,36,Lumpy
494,2011-01,2 PICTURE BOOK EGGS EASTER CHICKS,17,Lumpy
495,2011-02,2 PICTURE BOOK EGGS EASTER CHICKS,40,Lumpy
496,2011-03,2 PICTURE BOOK EGGS EASTER CHICKS,37,Lumpy
497,2011-04,2 PICTURE BOOK EGGS EASTER CHICKS,1,Lumpy
498,2011-05,2 PICTURE BOOK EGGS EASTER CHICKS,3,Lumpy
499,2011-07,2 PICTURE BOOK EGGS EASTER CHICKS,23,Lumpy
500,2011-08,2 PICTURE BOOK EGGS EASTER CHICKS,7,Lumpy
501,2011-10,2 PICTURE BOOK EGGS EASTER CHICKS,12,Lumpy
502,2011-11,2 PICTURE BOOK EGGS EASTER CHICKS,30,Lumpy
503,2011-01,2 PICTURE BOOK EGGS EASTER DUCKS,13,Lumpy
504,2011-02,2 PICTURE BOOK EGGS EASTER DUCKS,33,Lumpy
505,2011-03,2 PICTURE BOOK EGGS EASTER DUCKS,25,Lumpy
506,2011-04,2 PICTURE BOOK EGGS EASTER DUCKS,2,Lumpy
507,2011-05,2 PICTURE BOOK EGGS EASTER DUCKS,1,Lumpy
508,2011-07,2 PICTURE BOOK EGGS EASTER DUCKS,20,Lumpy
509,2011-08,2 PICTURE BOOK EGGS EASTER DUCKS,6,Lumpy
510,2011-09,2 PICTURE BOOK EGGS EASTER DUCKS,12,Lumpy
511,2011-11,2 PICTURE BOOK EGGS EASTER DUCKS,12,Lumpy
512,2010-01,20 DOLLY PEGS RETROSPOT,24,Lumpy
513,2010-02,20 DOLLY PEGS RETROSPOT,12,Lumpy
514,2010-03,20 DOLLY PEGS RETROSPOT,14,Lumpy
515,2010-06,20 DOLLY PEGS RETROSPOT,22,Lumpy
516,2010-07,20 DOLLY PEGS RETROSPOT,61,Lumpy
517,2010-08,20 DOLLY PEGS RETROSPOT,67,Lumpy
518,2010-09,20 DOLLY PEGS RETROSPOT,23,Lumpy
519,2010-12,20 DOLLY PEGS RETROSPOT,200,Lumpy
520,2011-01,20 DOLLY PEGS RETROSPOT,111,Lumpy
521,2011-02,20 DOLLY PEGS RETROSPOT,219,Lumpy
522,2011-03,20 DOLLY PEGS RETROSPOT,106,Lumpy
523,2011-04,20 DOLLY PEGS RETROSPOT,589,Lumpy
524,2011-05,20 DOLLY PEGS RETROSPOT,38,Lumpy
525,2011-06,20 DOLLY PEGS RETROSPOT,21,Lumpy
526,2011-07,20 DOLLY PEGS RETROSPOT,110,Lumpy
527,2011-08,20 DOLLY PEGS RETROSPOT,108,Lumpy
528,2011-09,20 DOLLY PEGS RETROSPOT,134,Lumpy
529,2011-10,20 DOLLY PEGS RETROSPOT,221,Lumpy
530,2011-11,20 DOLLY PEGS RETROSPOT,313,Lumpy
531,2011-12,20 DOLLY PEGS RETROSPOT,51,Lumpy
532,2010-02,200 BENDY SKULL STRAWS,13,Erratic
533,2010-05,200 BENDY SKULL STRAWS,1,Erratic
534,2010-10,200 BENDY SKULL STRAWS,1,Erratic
535,2010-12,200 BENDY SKULL STRAWS,27,Erratic
536,2011-01,200 BENDY SKULL STRAWS,5,Erratic
537,2011-02,200 BENDY SKULL STRAWS,4,Erratic
538,2011-03,200 BENDY SKULL STRAWS,16,Erratic
539,2011-04,200 BENDY SKULL STRAWS,6,Erratic
540,2011-05,200 BENDY SKULL STRAWS,208,Erratic
541,2011-06,200 BENDY SKULL STRAWS,38,Erratic
542,2011-07,200 BENDY SKULL STRAWS,1,Erratic
543,2011-08,200 BENDY SKULL STRAWS,110,Erratic
544,2011-09,200 BENDY SKULL STRAWS,3,Erratic
545,2011-10,200 BENDY SKULL STRAWS,3,Erratic
546,2011-11,200 BENDY SKULL STRAWS,211,Erratic
547,2011-12,200 BENDY SKULL STRAWS,13,Erratic
548,2010-01,200 RED + WHITE BENDY STRAWS,12,Lumpy
549,2010-02,200 RED + WHITE BENDY STRAWS,1,Lumpy
550,2010-05,200 RED + WHITE BENDY STRAWS,1,Lumpy
551,2010-06,200 RED + WHITE BENDY STRAWS,14,Lumpy
552,2010-08,200 RED + WHITE BENDY STRAWS,25,Lumpy
553,2010-09,200 RED + WHITE BENDY STRAWS,3,Lumpy
554,2010-10,200 RED + WHITE BENDY STRAWS,5,Lumpy
555,2010-12,200 RED + WHITE BENDY STRAWS,14,Lumpy
556,2011-01,200 RED + WHITE BENDY STRAWS,53,Lumpy
557,2011-02,200 RED + WHITE BENDY STRAWS,41,Lumpy
558,2011-03,200 RED + WHITE BENDY STRAWS,44,Lumpy
559,2011-04,200 RED + WHITE BENDY STRAWS,148,Lumpy
560,2011-05,200 RED + WHITE BENDY STRAWS,37,Lumpy
561,2011-06,200 RED + WHITE BENDY STRAWS,73,Lumpy
562,2011-07,200 RED + WHITE BENDY STRAWS,123,Lumpy
563,2011-08,200 RED + WHITE BENDY STRAWS,112,Lumpy
564,2011-09,200 RED + WHITE BENDY STRAWS,129,Lumpy
565,2011-10,200 RED + WHITE BENDY STRAWS,20,Lumpy
566,2011-11,200 RED + WHITE BENDY STRAWS,56,Lumpy
567,2011-12,200 RED + WHITE BENDY STRAWS,7,Lumpy
568,2011-10,20713,-400,
569,2011-10,20713 wrongly marked,-200,
570,2011-04,3 BIRDS CANVAS SCREEN,1,
571,2011-07,3 BIRDS CANVAS SCREEN,1,
572,2011-08,3 BLACK CATS W HEARTS BLANK CARD,6,Erratic
573,2011-11,3 BLACK CATS W HEARTS BLANK CARD,18,Erratic
574,2011-01,3 DRAWER ANTIQUE WHITE WOOD CABINET,59,Lumpy
575,2011-02,3 DRAWER ANTIQUE WHITE WOOD CABINET,22,Lumpy
576,2011-03,3 DRAWER ANTIQUE WHITE WOOD CABINET,32,Lumpy
577,2011-04,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,Lumpy
578,2011-05,3 DRAWER ANTIQUE WHITE WOOD CABINET,30,Lumpy
579,2011-06,3 DRAWER ANTIQUE WHITE WOOD CABINET,22,Lumpy
580,2011-07,3 DRAWER ANTIQUE WHITE WOOD CABINET,18,Lumpy
581,2011-08,3 DRAWER ANTIQUE WHITE WOOD CABINET,44,Lumpy
582,2011-09,3 DRAWER ANTIQUE WHITE WOOD CABINET,114,Lumpy
583,2011-10,3 DRAWER ANTIQUE WHITE WOOD CABINET,133,Lumpy
584,2011-11,3 DRAWER ANTIQUE WHITE WOOD CABINET,213,Lumpy
585,2011-12,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,Lumpy
586,2010-01,3 GARDENIA MORRIS BOXED CANDLES,1,Erratic
587,2010-03,3 GARDENIA MORRIS BOXED CANDLES,4,Erratic
588,2010-07,3 GARDENIA MORRIS BOXED CANDLES,1,Erratic
589,2010-08,3 GARDENIA MORRIS BOXED CANDLES,4,Erratic
590,2010-12,3 GARDENIA MORRIS BOXED CANDLES,3,Erratic
591,2011-01,3 GARDENIA MORRIS BOXED CANDLES,10,Erratic
592,2011-02,3 GARDENIA MORRIS BOXED CANDLES,29,Erratic
593,2011-03,3 GARDENIA MORRIS BOXED CANDLES,30,Erratic
594,2011-04,3 GARDENIA MORRIS BOXED CANDLES,14,Erratic
595,2011-05,3 GARDENIA MORRIS BOXED CANDLES,11,Erratic
596,2011-06,3 GARDENIA MORRIS BOXED CANDLES,4,Erratic
597,2011-08,3 GARDENIA MORRIS BOXED CANDLES,7,Erratic
598,2011-09,3 GARDENIA MORRIS BOXED CANDLES,24,Erratic
599,2011-10,3 GARDENIA MORRIS BOXED CANDLES,321,Erratic
600,2011-11,3 GARDENIA MORRIS BOXED CANDLES,28,Erratic
601,2011-12,3 GARDENIA MORRIS BOXED CANDLES,6,Erratic
602,2010-03,3 HEARTS HANGING DECORATION RUSTIC,29,Lumpy
603,2010-05,3 HEARTS HANGING DECORATION RUSTIC,26,Lumpy
604,2010-06,3 HEARTS HANGING DECORATION RUSTIC,51,Lumpy
605,2010-07,3 HEARTS HANGING DECORATION RUSTIC,48,Lumpy
606,2010-08,3 HEARTS HANGING DECORATION RUSTIC,181,Lumpy
607,2010-09,3 HEARTS HANGING DECORATION RUSTIC,28,Lumpy
608,2010-10,3 HEARTS HANGING DECORATION RUSTIC,3,Lumpy
609,2010-12,3 HEARTS HANGING DECORATION RUSTIC,126,Lumpy
610,2011-01,3 HEARTS HANGING DECORATION RUSTIC,48,Lumpy
611,2011-02,3 HEARTS HANGING DECORATION RUSTIC,46,Lumpy
612,2011-03,3 HEARTS HANGING DECORATION RUSTIC,38,Lumpy
613,2011-04,3 HEARTS HANGING DECORATION RUSTIC,129,Lumpy
614,2011-05,3 HEARTS HANGING DECORATION RUSTIC,166,Lumpy
615,2011-06,3 HEARTS HANGING DECORATION RUSTIC,84,Lumpy
616,2011-07,3 HEARTS HANGING DECORATION RUSTIC,249,Lumpy
617,2011-08,3 HEARTS HANGING DECORATION RUSTIC,61,Lumpy
618,2011-09,3 HEARTS HANGING DECORATION RUSTIC,213,Lumpy
619,2011-10,3 HEARTS HANGING DECORATION RUSTIC,554,Lumpy
620,2011-11,3 HEARTS HANGING DECORATION RUSTIC,1333,Lumpy
621,2011-12,3 HEARTS HANGING DECORATION RUSTIC,25,Lumpy
622,2010-01,3 HOOK HANGER MAGIC GARDEN,8,Lumpy
623,2010-03,3 HOOK HANGER MAGIC GARDEN,2,Lumpy
624,2010-05,3 HOOK HANGER MAGIC GARDEN,12,Lumpy
625,2010-06,3 HOOK HANGER MAGIC GARDEN,2,Lumpy
626,2010-07,3 HOOK HANGER MAGIC GARDEN,13,Lumpy
627,2010-08,3 HOOK HANGER MAGIC GARDEN,12,Lumpy
628,2010-09,3 HOOK HANGER MAGIC GARDEN,1,Lumpy
629,2010-12,3 HOOK HANGER MAGIC GARDEN,50,Lumpy
630,2011-01,3 HOOK HANGER MAGIC GARDEN,238,Lumpy
631,2011-02,3 HOOK HANGER MAGIC GARDEN,111,Lumpy
632,2011-03,3 HOOK HANGER MAGIC GARDEN,162,Lumpy
633,2011-04,3 HOOK HANGER MAGIC GARDEN,103,Lumpy
634,2011-05,3 HOOK HANGER MAGIC GARDEN,214,Lumpy
635,2011-06,3 HOOK HANGER MAGIC GARDEN,31,Lumpy
636,2011-07,3 HOOK HANGER MAGIC GARDEN,79,Lumpy
637,2011-08,3 HOOK HANGER MAGIC GARDEN,172,Lumpy
638,2011-09,3 HOOK HANGER MAGIC GARDEN,138,Lumpy
639,2011-10,3 HOOK HANGER MAGIC GARDEN,2,Lumpy
640,2011-11,3 HOOK HANGER MAGIC GARDEN,241,Lumpy
641,2011-12,3 HOOK HANGER MAGIC GARDEN,98,Lumpy
642,2010-01,3 HOOK PHOTO SHELF ANTIQUE WHITE,3,Lumpy
643,2010-02,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,Lumpy
644,2010-03,3 HOOK PHOTO SHELF ANTIQUE WHITE,5,Lumpy
645,2010-06,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,Lumpy
646,2010-07,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,Lumpy
647,2010-08,3 HOOK PHOTO SHELF ANTIQUE WHITE,16,Lumpy
648,2010-09,3 HOOK PHOTO SHELF ANTIQUE WHITE,9,Lumpy
649,2010-12,3 HOOK PHOTO SHELF ANTIQUE WHITE,29,Lumpy
650,2011-01,3 HOOK PHOTO SHELF ANTIQUE WHITE,187,Lumpy
651,2011-02,3 HOOK PHOTO SHELF ANTIQUE WHITE,66,Lumpy
652,2011-03,3 HOOK PHOTO SHELF ANTIQUE WHITE,124,Lumpy
653,2011-04,3 HOOK PHOTO SHELF ANTIQUE WHITE,91,Lumpy
654,2011-05,3 HOOK PHOTO SHELF ANTIQUE WHITE,189,Lumpy
655,2011-06,3 HOOK PHOTO SHELF ANTIQUE WHITE,380,Lumpy
656,2011-07,3 HOOK PHOTO SHELF ANTIQUE WHITE,409,Lumpy
657,2011-08,3 HOOK PHOTO SHELF ANTIQUE WHITE,78,Lumpy
658,2011-09,3 HOOK PHOTO SHELF ANTIQUE WHITE,40,Lumpy
659,2011-10,3 HOOK PHOTO SHELF ANTIQUE WHITE,-40,Lumpy
660,2011-11,3 HOOK PHOTO SHELF ANTIQUE WHITE,96,Lumpy
661,2011-12,3 HOOK PHOTO SHELF ANTIQUE WHITE,10,Lumpy
662,2010-01,3 PIECE SPACEBOY COOKIE CUTTER SET,22,Lumpy
663,2010-02,3 PIECE SPACEBOY COOKIE CUTTER SET,19,Lumpy
664,2010-03,3 PIECE SPACEBOY COOKIE CUTTER SET,5,Lumpy
665,2010-05,3 PIECE SPACEBOY COOKIE CUTTER SET,23,Lumpy
666,2010-06,3 PIECE SPACEBOY COOKIE CUTTER SET,11,Lumpy
667,2010-08,3 PIECE SPACEBOY COOKIE CUTTER SET,2,Lumpy
668,2010-09,3 PIECE SPACEBOY COOKIE CUTTER SET,6,Lumpy
669,2010-10,3 PIECE SPACEBOY COOKIE CUTTER SET,17,Lumpy
670,2010-12,3 PIECE SPACEBOY COOKIE CUTTER SET,46,Lumpy
671,2011-01,3 PIECE SPACEBOY COOKIE CUTTER SET,337,Lumpy
672,2011-02,3 PIECE SPACEBOY COOKIE CUTTER SET,441,Lumpy
673,2011-03,3 PIECE SPACEBOY COOKIE CUTTER SET,237,Lumpy
674,2011-04,3 PIECE SPACEBOY COOKIE CUTTER SET,114,Lumpy
675,2011-05,3 PIECE SPACEBOY COOKIE CUTTER SET,114,Lumpy
676,2011-06,3 PIECE SPACEBOY COOKIE CUTTER SET,90,Lumpy
677,2011-07,3 PIECE SPACEBOY COOKIE CUTTER SET,341,Lumpy
678,2011-08,3 PIECE SPACEBOY COOKIE CUTTER SET,197,Lumpy
679,2011-09,3 PIECE SPACEBOY COOKIE CUTTER SET,251,Lumpy
680,2011-10,3 PIECE SPACEBOY COOKIE CUTTER SET,130,Lumpy
681,2011-11,3 PIECE SPACEBOY COOKIE CUTTER SET,167,Lumpy
682,2011-12,3 PIECE SPACEBOY COOKIE CUTTER SET,44,Lumpy
683,2011-01,3 PINK HEN+CHICKS IN BASKET,7,Erratic
684,2011-02,3 PINK HEN+CHICKS IN BASKET,3,Erratic
685,2011-04,3 PINK HEN+CHICKS IN BASKET,1,Erratic
686,2011-10,3 PINK HEN+CHICKS IN BASKET,1,Erratic
687,2011-01,3 RAFFIA RIBBONS 50'S CHRISTMAS ,33,Lumpy
688,2011-02,3 RAFFIA RIBBONS 50'S CHRISTMAS ,47,Lumpy
689,2011-03,3 RAFFIA RIBBONS 50'S CHRISTMAS ,19,Lumpy
690,2011-04,3 RAFFIA RIBBONS 50'S CHRISTMAS ,87,Lumpy
691,2011-05,3 RAFFIA RIBBONS 50'S CHRISTMAS ,73,Lumpy
692,2011-06,3 RAFFIA RIBBONS 50'S CHRISTMAS ,18,Lumpy
693,2011-07,3 RAFFIA RIBBONS 50'S CHRISTMAS ,56,Lumpy
694,2011-08,3 RAFFIA RIBBONS 50'S CHRISTMAS ,70,Lumpy
695,2011-09,3 RAFFIA RIBBONS 50'S CHRISTMAS ,526,Lumpy
696,2011-10,3 RAFFIA RIBBONS 50'S CHRISTMAS ,450,Lumpy
697,2011-11,3 RAFFIA RIBBONS 50'S CHRISTMAS ,713,Lumpy
698,2011-12,3 RAFFIA RIBBONS 50'S CHRISTMAS ,3,Lumpy
699,2011-01,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,21,Lumpy
700,2011-02,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,18,Lumpy
701,2011-03,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,11,Lumpy
702,2011-04,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,21,Lumpy
703,2011-05,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,8,Lumpy
704,2011-06,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,13,Lumpy
705,2011-07,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,27,Lumpy
706,2011-08,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,11,Lumpy
707,2011-09,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,351,Lumpy
708,2011-10,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,159,Lumpy
709,2011-11,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,171,Lumpy
710,2011-12,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,16,Lumpy
711,2010-03,3 ROSE MORRIS BOXED CANDLES,4,Lumpy
712,2010-06,3 ROSE MORRIS BOXED CANDLES,2,Lumpy
713,2010-07,3 ROSE MORRIS BOXED CANDLES,1,Lumpy
714,2010-10,3 ROSE MORRIS BOXED CANDLES,1,Lumpy
715,2010-12,3 ROSE MORRIS BOXED CANDLES,69,Lumpy
716,2011-01,3 ROSE MORRIS BOXED CANDLES,89,Lumpy
717,2011-02,3 ROSE MORRIS BOXED CANDLES,45,Lumpy
718,2011-03,3 ROSE MORRIS BOXED CANDLES,2,Lumpy
719,2011-04,3 ROSE MORRIS BOXED CANDLES,62,Lumpy
720,2011-05,3 ROSE MORRIS BOXED CANDLES,14,Lumpy
721,2011-06,3 ROSE MORRIS BOXED CANDLES,8,Lumpy
722,2011-07,3 ROSE MORRIS BOXED CANDLES,57,Lumpy
723,2011-08,3 ROSE MORRIS BOXED CANDLES,7,Lumpy
724,2011-09,3 ROSE MORRIS BOXED CANDLES,29,Lumpy
725,2011-10,3 ROSE MORRIS BOXED CANDLES,276,Lumpy
726,2011-11,3 ROSE MORRIS BOXED CANDLES,441,Lumpy
727,2011-12,3 ROSE MORRIS BOXED CANDLES,6,Lumpy
728,2010-01,3 STRIPEY MICE FELTCRAFT,26,Lumpy
729,2010-02,3 STRIPEY MICE FELTCRAFT,2,Lumpy
730,2010-03,3 STRIPEY MICE FELTCRAFT,18,Lumpy
731,2010-05,3 STRIPEY MICE FELTCRAFT,4,Lumpy
732,2010-06,3 STRIPEY MICE FELTCRAFT,36,Lumpy
733,2010-07,3 STRIPEY MICE FELTCRAFT,9,Lumpy
734,2010-08,3 STRIPEY MICE FELTCRAFT,14,Lumpy
735,2010-09,3 STRIPEY MICE FELTCRAFT,31,Lumpy
736,2010-10,3 STRIPEY MICE FELTCRAFT,21,Lumpy
737,2010-12,3 STRIPEY MICE FELTCRAFT,112,Lumpy
738,2011-01,3 STRIPEY MICE FELTCRAFT,119,Lumpy
739,2011-02,3 STRIPEY MICE FELTCRAFT,196,Lumpy
740,2011-03,3 STRIPEY MICE FELTCRAFT,258,Lumpy
741,2011-04,3 STRIPEY MICE FELTCRAFT,173,Lumpy
742,2011-05,3 STRIPEY MICE FELTCRAFT,151,Lumpy
743,2011-06,3 STRIPEY MICE FELTCRAFT,348,Lumpy
744,2011-07,3 STRIPEY MICE FELTCRAFT,165,Lumpy
745,2011-08,3 STRIPEY MICE FELTCRAFT,294,Lumpy
746,2011-09,3 STRIPEY MICE FELTCRAFT,313,Lumpy
747,2011-10,3 STRIPEY MICE FELTCRAFT,275,Lumpy
748,2011-11,3 STRIPEY MICE FELTCRAFT,354,Lumpy
749,2011-12,3 STRIPEY MICE FELTCRAFT,107,Lumpy
750,2010-01,3 TIER CAKE TIN GREEN AND CREAM,4,Lumpy
751,2010-02,3 TIER CAKE TIN GREEN AND CREAM,-1,Lumpy
752,2010-03,3 TIER CAKE TIN GREEN AND CREAM,3,Lumpy
753,2010-05,3 TIER CAKE TIN GREEN AND CREAM,1,Lumpy
754,2010-06,3 TIER CAKE TIN GREEN AND CREAM,2,Lumpy
755,2010-07,3 TIER CAKE TIN GREEN AND CREAM,2,Lumpy
756,2010-08,3 TIER CAKE TIN GREEN AND CREAM,2,Lumpy
757,2010-09,3 TIER CAKE TIN GREEN AND CREAM,2,Lumpy
758,2010-10,3 TIER CAKE TIN GREEN AND CREAM,1,Lumpy
759,2010-12,3 TIER CAKE TIN GREEN AND CREAM,16,Lumpy
760,2011-01,3 TIER CAKE TIN GREEN AND CREAM,22,Lumpy
761,2011-02,3 TIER CAKE TIN GREEN AND CREAM,33,Lumpy
762,2011-03,3 TIER CAKE TIN GREEN AND CREAM,39,Lumpy
763,2011-04,3 TIER CAKE TIN GREEN AND CREAM,19,Lumpy
